Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,49.16540053844586,50.161445262103,47.67711991265654,49.470505984087445,49.470505984087445,322206
2016-01-04,49.661925670763424,50.74176472942897,48.60758830077576,50.38801686932192,50.38801686932192,377431
2016-01-05,51.491362313525165,51.20722985905614,49.826303767809414,51.177799441953006,51.177799441953006,493166
2016-01-06,50.555935591766065,52.56916389049831,49.38760588035193,51.087469370865385,51.087469370865385,342135
2016-01-07,51.4497082432127,52.53968347314951,48.37078111850291,50.47512250896916,50.47512250896916,304279
2016-01-08,50.61983452704508,53.39862298345361,49.935055201375526,51.04946111427918,51.04946111427918,334990
2016-01-11,51.38036707077919,53.66931032405049,50.02358693557143,51.54260277136683,51.54260277136683,165382
2016-01-12,51.49153110937561,51.93299594599775,49.14058982149713,51.54834066271034,51.54834066271034,292511
2016-01-13,50.493573024317364,51.62342305115482,49.878205499080636,51.39329458196197,51.39329458196197,489990
2016-01-14,51.36287755163267,51.575762211963,48.87752983394743,50.80894900339131,50.80894900339131,230157
2016-01-15,50.26809733883084,51.19340988317504,48.6271593087728,50.600594430345886,50.600594430345886,474048
2016-01-18,51.53960774742126,54.026637811683614,50.93318681176233,51.49016988229983,51.49016988229983,495009
2016-01-19,52.78335792313541,54.16721999940886,51.507097246030355,52.40796587686151,52.40796587686151,135558
2016-01-20,51.96077281543304,51.86640572134482,50.67306849790939,51.80341681325847,51.80341681325847,330037
2016-01-21,51.57473906928785,52.07503717838869,50.9752906886981,51.886746273072376,51.886746273072376,362813
2016-01-22,52.582149028715286,52.94756730657571,50.34013652954991,51.64209853603062,51.64209853603062,228986
2016-01-25,52.31425099938795,54.56326302414978,51.799688923938,52.67173030238439,52.67173030238439,234261
2016-01-26,53.02550995749615,53.27757674435931,50.587324756347094,52.342518023941615,52.342518023941615,435970
2016-01-27,51.932104054798266,53.98907918984284,51.39478744064693,51.41967262121479,51.41967262121479,368582
2016-01-28,53.202810687265625,53.60075938551001,50.37300858672245,52.43640420189333,52.43640420189333,182131
2016-01-29,53.039968580820215,54.86084181943887,50.62270978387183,52.6951096536705,52.6951096536705,225611
2016-02-01,54.25410506623018,54.60466103036453,52.78235488565251,53.264732748857185,53.264732748857185,204637
