Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,100.91108915218919,101.99187012848414,99.57781446539676,100.29722752669569,100.29722752669569,485323
2016-01-04,98.17009419575625,103.66845936691537,95.40586133852412,100.13088434841688,100.13088434841688,171447
2016-01-05,100.89852239220528,100.10955614118815,98.00633786138172,100.1045086519885,100.1045086519885,257239
2016-01-06,98.34256438689742,101.89185412365404,97.43970021956054,99.90635351969908,99.90635351969908,178584
2016-01-07,98.30528334527982,103.47122925222585,98.5852318112036,100.18994024988659,100.18994024988659,335929
2016-01-08,98.88517783573437,104.82448834234523,97.18068027883814,100.32970464313772,100.32970464313772,439959
2016-01-11,101.95529828643795,104.05271462359866,99.51568145344599,100.20746456979624,100.20746456979624,211241
2016-01-12,100.9965637803072,101.65594150343811,100.52878096204115,100.79244474690944,100.79244474690944,203007
2016-01-13,102.7755987068739,105.72848326020048,95.97173467387285,100.84136937673951,100.84136937673951,282813
2016-01-14,99.53146711281202,102.27503345621615,100.15031005110394,101.42718111960198,101.42718111960198,383701
2016-01-15,100.09310463722937,105.07405533617802,98.67874854829039,101.14377305942487,101.14377305942487,277407
2016-01-18,103.02746425131767,102.96370575783658,100.3048971342129,101.08400801385211,101.08400801385211,166639
2016-01-19,99.56900496577678,101.01503380214331,98.02428881222467,100.9223606028828,100.9223606028828,271281
2016-01-20,100.50286357122376,103.85197267423929,96.48278866511511,101.00272909978479,101.00272909978479,102505
2016-01-21,102.49921490383367,103.62172524532095,99.41648776056196,100.7462115438079,100.7462115438079,396886
2016-01-22,102.51238130254015,103.13965276570383,98.29520649879116,100.71559856083675,100.71559856083675,183749
2016-01-25,101.26778725220706,101.96853043607892,97.12647720742837,100.79433217130662,100.79433217130662,430883
2016-01-26,99.26410649583741,101.45054639144637,99.28735797062971,100.51947699080124,100.51947699080124,235964
2016-01-27,101.76678300263313,101.28784609944616,100.60005912571302,100.71060633570313,100.71060633570313,191473
2016-01-28,102.20496875141242,103.75613017955291,98.57898332878372,100.97145391355149,100.97145391355149,339915
2016-01-29,100.08772192522605,104.53280600832178,100.00878916788372,100.94199868575623,100.94199868575623,271517
2016-02-01,100.55863661659829,101.85900499692328,97.01555594810021,101.21776615652823,101.21776615652823,144665
2016-02-02,100.12283704591314,101.40971884919348,98.96446362564745,101.22296313411503,101.22296313411503,341751
2016-02-03,100.63923397494213,104.89385072257805,98.18055658824242,101.38364131625279,101.38364131625279,160529
2016-02-04,100.6142019297504,104.01643437144043,101.45799026383901,101.77521763764013,101.77521763764013,127570
2016-02-05,103.15111603672514,106.83363622222708,100.52642946091304,102.2858479707053,102.2858479707053,251648
2016-02-08,104.4242969516556,104.71923004887633,97.62982300919852,102.43020830685154,102.43020830685154,135150
2016-02-09,104.4853866569126,107.22235254107781,100.11042409168869,102.95329377932897,102.95329377932897,433213
