Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,122.8169813129674,126.53287206159274,119.80182011942041,121.1609380604659,121.1609380604659,112291
2016-01-04,120.25804291962541,126.26406310466882,121.10572625106217,121.94753479307579,121.94753479307579,388953
2016-01-05,123.40424276524598,126.6102064739052,117.22229570269857,121.11480764592203,121.11480764592203,343341
2016-01-06,123.36233483517941,124.16822801194279,117.7357217745689,121.73446511480635,121.73446511480635,345728
2016-01-07,119.41596180756741,124.14382279418854,118.52997178554632,120.99987527032471,120.99987527032471,144691
2016-01-08,119.48735266649558,124.22891010010208,119.65868769113179,120.55902517970289,120.55902517970289,302818
2016-01-11,118.70944983206515,121.42159938919099,119.13960831863871,121.10752665601939,121.10752665601939,473989
2016-01-12,120.32120513532666,122.87345925324801,115.45804898192395,121.1240728492541,121.1240728492541,366523
2016-01-13,120.59969942826223,122.42940397018901,120.54782856168028,120.81583363886996,120.81583363886996,237693
2016-01-14,121.7228213466224,122.07362945589624,119.83720762930047,120.02182099441512,120.02182099441512,158363
2016-01-15,120.99747447146044,126.07575034377625,119.91857182275879,120.81232899242445,120.81232899242445,453069
2016-01-18,122.16445416188019,120.55380270927279,119.59069722682646,120.2102887535282,120.2102887535282,211148
2016-01-19,118.7073772044833,124.24454123437928,120.29869327795437,120.83100541098145,120.83100541098145,413295
2016-01-20,119.20628764352257,126.61984135508351,115.23707635883905,120.9715123611824,120.9715123611824,303361
2016-01-21,120.38386038092763,123.6370233038354,119.27944353670912,120.29313654203176,120.29313654203176,273965
2016-01-22,121.35931240244733,123.55255798225329,116.39430748420895,121.47001806054953,121.47001806054953,107328
2016-01-25,119.84679937174825,120.45961737557982,119.17898052602101,120.39874655397448,120.39874655397448,257198
2016-01-26,121.46761725092566,124.14486490327543,116.00011850356421,121.34251830457775,121.34251830457775,212729
2016-01-27,119.486340627852,122.2061495062207,117.09717878998536,121.03488024209754,121.03488024209754,373675
2016-01-28,121.6570545388491,124.56767670422163,116.89150930383904,120.58118594969298,120.58118594969298,372084
2016-01-29,123.1106869408762,121.73814487103812,120.48326032307105,121.56708662420145,121.56708662420145,215740
2016-02-01,119.94759488135396,124.85214737335323,119.89026294657467,120.88001387657515,120.88001387657515,334164
2016-02-02,122.29783265178969,127.604043383203,115.8392546383048,121.71900210024117,121.71900210024117,442412
2016-02-03,120.72597127938621,125.55575488112376,118.2868578454862,122.63280095533428,122.63280095533428,352820
